项目名称,负责人,依托单位,成果标题,成果类型,成果作者
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,28.Strong Terahertz Absorption of Monolayer Graphene Embedded into a Microcavity,类型：期刊论文,作者：Xuguang Guo;Lejie Xue;Zhenxing Yang;Mengjian Xu;Yiming Zhu;Dixiang Shao;Zhanglong Fu;Zhiyong Tan;Chang Wang;Juncheng Cao;Chao Zhang
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,29.A Suspicious Multi-Object Detection and Recognition Method for Millimeter Wave SAR Security Inspection Images Based on Multi-Path Extraction Network,类型：期刊论文,作者：Minghui Yuan;Quansheng Zhang;Yinwei Li;Yunhao Yan;Yiming Zhu
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,30.基于透射型频控波束扫描器件的太赫兹成像系统,类型：专利,作者：李超;郑深;张晓娟;方广有
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,31.基于SIW的太赫兹传输结构及其制备方法和 应用,类型：专利,作者：丁丽;李萍;朱亦鸣;熊毓俊;鲍佳宸
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,32.基于MIMO阵列的成像方法及装置,类型：专利,作者：李超;杨冠;高航;方广有
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,33.Terahertz Transmissive Metasurface for Realizing Beam Steering by Frequency Scanning,类型：期刊论文,作者：Shen Zheng;Chao Li;Shiyou Wu;Hongwei Li;Guan Yang;Guangyou Fang
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,34.用于MIMO波束成形的栅旁瓣抑制方法,类型：专利,作者：李超;杨冠;方广有
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,35.用于MIMO阵列的相移偏移成像方法及装置,类型：专利,作者：李超;高航;吴世有;方广有
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,36.Study of Moving Targets Tracking Methods for a Multi-Beam Tracking System in Terahertz Band,类型：期刊论文,作者：Li Hongwei;Li Chao;Gao Hang;Wu Shiyou;Fang Guangyou
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,37.Implementation of the Phase Shift Migration in MIMO-Sidelooking Imaging at Terahertz Band,类型：期刊论文,作者：Gao Hang;Li Chao;Zheng Shen;Wu Shiyou;Fang Guangyou
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,38.Study of the Extended Phase Shift Migration for Three-Dimensional MIMO-SAR Imaging in Terahertz Band,类型：期刊论文,作者：Gao Hang;Li Chao;Wu Shiyou;Geng Hebin;Zheng Shen;Qu Xiaodong;Fang Guangyou
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,39.基于MIMO-SAR的高精度三维快速成像方法及装置,类型：专利,作者：李超;高航;吴世有;张群英;刘小军;方广有
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,40.Concentric-ring-grating-induced strong terahertz near-field enhancement on a micro-tip,类型：期刊论文,作者：Xinfeng Zhou;Xuguang Guo;Alexander Shkurinov;Yiming Zhu
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,41.Terahertz Spiral Spatial Filtering Imaging,类型：期刊论文,作者：Liu Hui;Wu Shiyou;Zhao Meng;Li Chao;Liu Xiaojun;Fang Guangyou
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,42.Surface-phonon-polariton-mediated photon response of terahertz quantum-well infrared photodetectors,类型：期刊论文,作者：D. X. Shao;X. G. Guo;Y. M. Zhu;S. L. Zhuang;Z. L. Fu;J. C. Cao
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,43.Gate-polarity-dependent doping effects of H2O adsorption on graphene/SiO(2)field-effect transistors,类型：期刊论文,作者：Xu Mengjian;Guo Xuguang;Chen Lin;Yu Anqi;Zhou Xingeng;Wang Hao;Gu Yue;Wang Fang;Zhu Yiming
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,44.一种太赫兹波谱系统噪声模拟方法及系统,类型：专利,作者：吴静睿;郭旭光;朱亦鸣
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,45.Multiband and broadband active controllable terahertz absorption in dual-side grating-gate graphene field-effect transistors,类型：期刊论文,作者：Anqi Yu;Xuguang Guo;Alexei V Balakin;Alexander P Shkurinov;YiMing Zhu
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,46.太赫兹主、被动复合成像准光学扫描系统,类型：专利,作者：李超;耿贺彬;郑深;方广有
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,47.Edge detection by spiral phase contrast imaging at terahertz frequencies,类型：期刊论文,作者：Hui Liu;Shiyou Wu;Meng Zhao;Shen Zheng;Chao Li;Guangyou Fang
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,48.Optoelectronic Synapses Based on Photo-Induced Doping in MoS2/h-BN Field-Effect Transistors,类型：期刊论文,作者：Mengjian Xu;Tengfei Xu;Anqi Yu;Hailu Wang;Hao Wang;Muhammad Zubair;Man Luo;Chongxin Shan;Xuguang Guo;Fang Wang;Weida Hu;Yiming Zhu
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,49.基于二维矩量法和射线追迹法的透镜高效仿真、优化方法,类型：专利,作者：李超;耿贺彬;郑深;方广有
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,50.一种用于MIMO-SAR的三维快速成像方法,类型：专利,作者：李超;杨冠;方广有
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,51.Study of the Dimensionality Reduction Approach for the Efficient Simulation and Optimization Design of Terahertz Lens With Electrically-Large Dimension,类型：期刊论文,作者：Hebin Geng;Chao Li;Hang Gao;Guangyou Fang
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,52.基于多波束非线性鉴角的目标跟踪方法,类型：专利,作者：李超;李宏伟;吴世有;郑深;方广有
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,53.一种基于复信号频谱运算的数字IQ校准方 法,类型：专利,作者：丁丽;朱亦鸣;李萍;陶毅
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,54.Adaptive 3D Imaging for Moving Targets Based on a SIMO InISAR Imaging System in 0.2 THz Band,类型：期刊论文,作者：Hongwei Li;Chao Li;Shiyou Wu;Shen Zheng;Guangyou Fang
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,55.Terahertz Broadband Polarization Conversion for Transmitted Waves Based on Graphene Plasmon Resonances,类型：期刊论文,作者：Yu Anqi;Yu Dahai;Yang Zhenyu;Guo Xuguang;Ren Yuxiang;Zang Xiaofei;Balakin Alexei V.;Shkurinov Alexander P.;Zhu YiMing
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,56.Excitation of graphene surface plasmons polaritons by guided-mode resonances with high efficiency,类型：期刊论文,作者：YUXIANG REN;XUGUANG GUO;GUIXUE ZHANG;ALEXEY V. BALAKIN;ALEXANDER P. SHKURINOV;ANQI YU;YIMING ZHU
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,57.Terahertz beam reconfigurable micro-strip Quasi-Yagi-Uda antenna based on monolayer graphene,类型：期刊论文,作者：Yao Wen-Long;Guo Xu-Guang;Zhu Yi-Ming;Li Ping
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,58.Phase Shift Migration with Modified Coherent Factor Algorithm for MIMO-SAR 3D Imaging in THz Band,类型：期刊论文,作者：Guan Yang;Chao Li;Shiyou Wu;Shen Zheng;Xiaojun Liu;Guangyou Fang
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,59.基于多通道数字和差的单脉冲跟踪与成像方法,类型：专利,作者：李超;李宏伟;吴世有;高航;方广有
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,60.A High-Frequency Vibration Error Compensation Method for Terahertz SAR Imaging Based on Short-Time Fourier Transform,类型：期刊论文,作者：Yinwei Li;Qi Wu;Jiawei Jiang;Xia Ding;Qibin Zheng;Yiming Zhu
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,61.透镜的优化方法,类型：专利,作者：李超;郑深;张晓娟;方广有
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,62.Image reconstruction algorithm based on frequency-wavenumber decoupling for three-dimensional MIMO-SAR imaging,类型：期刊论文,作者：Gao Hong;Li Chao;Wu Shiyou;Zheng Shen;Li Hongwei;Fang Guangyou
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,"63.Terahertz hybrid optical-plasmonic modes: tunable resonant frequency, narrow linewidth, and strong local field enhancement",类型：期刊论文,作者：XINGGUO ZHENG;JINGRUI WU;JINHUA ZHANG;ANQI YU;YINGHAO YUAN;XUGUANG GUO;YIMING ZHU
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,64.一种等离激元辅助的芯片三维微纳结构的光学测量方法,类型：专利,作者：余安琪;杨振宇;郭旭光;朱亦鸣
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,65.MIMO Array-radiation-pattern Optimization for Effective-field-of-view Enhancement in MMW Short-range Imaging,类型：期刊论文,作者：Lijuan Yin;Qiliang Wang;Ping Li;Yiming Zhu;Li Ding
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,66.成像装置、方法、电子设备及存储介质,类型：专利,作者：李超;高航;吴世有;方广有
非合作安检太赫兹快速高分辨率成像研究,郭旭光,中国科学院空天信息创新研究院,67.基于MIMO 阵列合成孔径的高精度三维快速成像方法及装置,类型：专利,作者：李超;高航;吴世有;张群英;刘小军;方广有
面向大规模医学图像及诊断报告的跨模态检索关键技术研究,黄青松,昆明理工大学,1.面向中文医疗问答网站的相似问题检索研究,类型：期刊论文,作者：王保成;刘利军;黄青松
面向大规模医学图像及诊断报告的跨模态检索关键技术研究,黄青松,昆明理工大学,2.基于图像分割的肺结节CT图像哈希检索,类型：期刊论文,作者：杨承启;段彦隆;冯旭鹏;刘利军;黄青松
面向大规模医学图像及诊断报告的跨模态检索关键技术研究,黄青松,昆明理工大学,3.基于胸部X 射线影像的常见疾病预测方法研究,类型：期刊论文,作者：王江峰;刘利军;黄青松;刘骊;付晓东
面向大规模医学图像及诊断报告的跨模态检索关键技术研究,黄青松,昆明理工大学,4.基于图卷积神经网络的胸部放射影像疾病分类方法,类型：期刊论文,作者：赵佳雷;黄青松;刘利军;黄冕
面向大规模医学图像及诊断报告的跨模态检索关键技术研究,黄青松,昆明理工大学,5.结合边缘轮廓和姿态特征的人体精确解析模型,类型：期刊论文,作者：甘霖;刘骊;刘利军;付晓东;黄青松
面向大规模医学图像及诊断报告的跨模态检索关键技术研究,黄青松,昆明理工大学,6.基于主题模型的胸部X光片诊断报告异常检测方法,类型：期刊论文,作者：尤诚诚;冯旭鹏;刘利军;黄青松
面向大规模医学图像及诊断报告的跨模态检索关键技术研究,黄青松,昆明理工大学,7.基于改进YOLO算法的肺部CT图像中结节检测研究,类型：期刊论文,作者：王波;冯旭鹏;刘利军;黄青松
面向大规模医学图像及诊断报告的跨模态检索关键技术研究,黄青松,昆明理工大学,8.基于多模型融合方法的肺结节良恶性分类,类型：期刊论文,作者：郭峰;黄冕;刘利军;黄青松
面向大规模医学图像及诊断报告的跨模态检索关键技术研究,黄青松,昆明理工大学,9.基于特征选择与残差融合的肝肿瘤分割模型,类型：期刊论文,作者：乔伟晨;黄冕;刘利军;黄青松
面向大规模医学图像及诊断报告的跨模态检索关键技术研究,黄青松,昆明理工大学,10.一种基于主题模型的胸部X光片诊断报告异常检测方法,类型：专利,作者：黄青松;殷宁波;尤诚诚;刘利军;冯旭鹏
面向大规模医学图像及诊断报告的跨模态检索关键技术研究,黄青松,昆明理工大学,11.一种基于骨科症状特征选取的文本处理方法,类型：专利,作者：黄青松;郭峰;余慧;刘利军;冯旭鹏
面向大规模医学图像及诊断报告的跨模态检索关键技术研究,黄青松,昆明理工大学,12.基于CNN多层面二阶特征融合的肺结节分类,类型：期刊论文,作者：李维;赵晓乐;段彦隆;刘利军;黄青松
面向大规模医学图像及诊断报告的跨模态检索关键技术研究,黄青松,昆明理工大学,13.基于综合特征表示与改进宽深度模型的相似病例推荐方法,类型：专利,作者：黄青松;杨承启;王艺平;刘利军;冯旭鹏
面向大规模医学图像及诊断报告的跨模态检索关键技术研究,黄青松,昆明理工大学,14.一种深度强相关哈希学习的大规模图像检索方法,类型：专利,作者：黄青松;单文琦;刘利军;冯旭鹏
面向大规模医学图像及诊断报告的跨模态检索关键技术研究,黄青松,昆明理工大学,15.一种基于多阶段最大化注意力的多项选择机器阅读理解的方法,类型：专利,作者：颜洪;黄青松;刘利军;冯旭鹏
面向大规模医学图像及诊断报告的跨模态检索关键技术研究,黄青松,昆明理工大学,16.基于改进UNet++的视网膜血管图像分割方法,类型：专利,作者：王江峰;刘利军;冯旭鹏;黄青松
面向大规模医学图像及诊断报告的跨模态检索关键技术研究,黄青松,昆明理工大学,17.Overcoming language priors with self-contrastive learning for visual question answering,类型：期刊论文,作者：Hong Yan;Lijun Liu;Xupeng Feng;Qingsong Huang
