标题,g_li1,g_cont_left,g_cont_left4,g_cont_left5
"
							73.电子烟包装盒(商务型)",外观设计 ,申请(专利权)人： 云南中烟工业有限责任公司 ,分类号： 09-03(11) ,简要说明：1．本外观设计产品的名称：电子烟包装盒(商务型)。2．本外观设计产品的用途：本外观设计产品用于包装电子烟。3．本外观设计产品的设计要点：形状、图案与色彩的结合。4．最能表明本外观设计设计要点的图片或照片：使用状态参考图。5．请求保护的外观设计包含色彩。6．使用状态参考图中B套于A之外，B中间灰色区域为通孔。
"
							74.包装箱（火锅笋片王）",外观设计 ,申请(专利权)人： 四川巴食川珍食品有限公司 ,分类号： 09-03(11) ,简要说明：1．本外观设计产品的名称：包装箱（火锅笋片王）。2．本外观设计产品的用途：本外观设计产品用于包装产品。3．本外观设计产品的设计要点：在于产品的形状、图案及其结合。4．最能表明本外观设计设计要点的图片或照片：立体图。5．省略视图：后视图与主视图相同，省略后视图；仰视图无设计要点，省略仰视图。
"
							75.包装盒（菌类）",外观设计 ,申请(专利权)人： 江苏裕灌现代农业科技有限公司 ,分类号： 09-03(11) ,简要说明：1．本外观设计产品的名称：包装盒（菌类）。2．本外观设计产品的用途：本外观设计产品用于菌类产品的外包装。3．本外观设计产品的设计要点：产品的形状、图案及其结合。4．最能表明本外观设计设计要点的图片或照片：立体图。5．省略视图：后视图与主视图相同，左视图与右视图相同，故省略后视图和左视图。
"
							76.音响内置分频处理器",外观设计 ,申请(专利权)人： 卢占领 ,分类号： 09-03(11) ,简要说明：1．本外观设计产品的名称：音响内置分频处理器。2．本外观设计产品的用途：本外观设计产品用于音响内部分频处理器。3．本外观设计产品的设计要点：产品的整体形状。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							77.肥料包装袋（奥施微必补）",外观设计 ,申请(专利权)人： 刘龙 ,分类号： 09-05(10) ,简要说明：1．本外观设计产品的名称：肥料包装袋（奥施微必补）。2．本外观设计产品的用途：本外观设计产品用于包装肥料。3．本外观设计产品的设计要点：产品的图案。4．最能表明本外观设计设计要点的图片或照片：主视图。5．省略视图：本外观设计产品为平面产品，省略其他视图。
"
							78.包装袋（大盐士）",外观设计 ,申请(专利权)人： 益盐堂（应城）健康盐制盐有限公司 ,分类号： 09-05(10) ,简要说明：1．本外观设计产品的名称：包装袋（大盐士）。2．本外观设计产品的用途：本外观设计产品用于装置食盐。3．本外观设计产品的设计要点：形状、图案与色彩的结合。4．最能表明本外观设计设计要点的图片或照片：主视图。5．省略视图：左、右、俯、仰视图无设计要点，均省略。6．请求保护的外观设计包含色彩。
"
							79.包装袋（三安复合肥料）",外观设计 ,申请(专利权)人： 史丹利农业集团股份有限公司 ,分类号： 09-05(10) ,简要说明：1．本外观设计产品的名称：包装袋（三安复合肥料）。2．本外观设计产品的用途：本外观设计产品用于化肥产品的外包装。3．本外观设计产品的设计要点：图案。4．最能表明本外观设计设计要点的图片或照片：主视图。5．省略视图：本包装袋为平面产品，无其他视图。
"
							80.厕纸包装袋（心柔本色）",外观设计 ,申请(专利权)人： 连云港市净柔纸业有限公司 ,分类号： 09-05(10) ,简要说明：1．本外观设计产品的名称：厕纸包装袋（心柔本色）。2．本外观设计产品的用途：本外观设计产品用于厕纸外包装使用。3．本外观设计产品的设计要点：外观设计的图案、色彩及形状的结合。4．最能表明本外观设计设计要点的图片或照片：立体图。5．省略视图：左视图与右视图无设计要点，省略；俯视图与仰视图相同，省略俯视图。6．请求保护的外观设计的图案、色彩及形状。
"
							81.包装袋（黄豆酱）",外观设计 ,申请(专利权)人： 天津市虎豹调味品酿造有限公司 ,分类号： 09-05(11) ,简要说明：1．本外观设计产品的名称：包装袋（黄豆酱）。2．本外观设计产品的用途：本外观设计产品用于贮藏包装袋内的食物，使食物避免积压、散落、震动等。3．本外观设计产品的设计要点：在于产品的形状和图案。4．最能表明本外观设计设计要点的图片或照片：主视图。5．省略视图：左视图、右视图、俯视图和仰视图无设计要点，故省略左视图、右视图、俯视图和仰视图。6．请求保护的外观设计包含色彩。
"
							82.肥料包装袋(红磷普通尿素、云天化普通尿素)",外观设计 ,申请(专利权)人： 云南云天化股份有限公司 ,分类号： 09-05(11) ,简要说明：1．本外观设计产品的名称：肥料包装袋(红磷普通尿素、云天化普通尿素)。2．本外观设计产品的用途：本外观设计产品用于包装产品。3．本外观设计产品的设计要点：产品的形状、图案及其结合。4．最能表明本外观设计设计要点的图片或照片：设计1主视图。5．省略视图：其他视图无设计要点，省略其他视图。6．请求保护的外观设计包含色彩。7．指定基本设计：设计1。
"
							83.黑凉粉包装袋（喜家佳）",外观设计 ,申请(专利权)人： 胡永学 ,分类号： 09-05(11) ,简要说明：1．本外观设计产品的名称：黑凉粉包装袋（喜家佳）。2．本外观设计产品的用途：本外观设计产品用于食品包装。3．本外观设计产品的设计要点：色彩与图案的结合。4．最能表明本外观设计设计要点的图片或照片：主视图。5．请求保护的外观设计包含色彩。6．本外观设计为包装袋，故只有主视图和后视图。
"
							84.盖子（轮毂）",外观设计 ,申请(专利权)人： 吕石部 ,分类号： 09-07(11) ,简要说明：1．本外观设计产品的名称：盖子（轮毂）。2．本外观设计产品的用途：本外观设计产品用于盖合到容器的开口上。3．本外观设计产品的设计要点：产品的形状，尤其是顶面的形状。4．最能表明本外观设计设计要点的图片或照片：立体图1。
"
							85.病理空气质控工作站",外观设计 ,申请(专利权)人： 山东耘威医疗科技有限公司 ,分类号： 10-05(10) ,简要说明：1．本外观设计产品的名称：病理空气质控工作站。2．本外观设计产品的用途：本外观设计产品用于甲醛、二甲苯以及臭氧各种毒害气体的监测和控制。3．本外观设计产品的设计要点：在于产品的形状。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							86.中型底视角圆弧罩X射线安检机",外观设计 ,申请(专利权)人： 北京航星机器制造有限公司 ,分类号： 10-05(11) ,简要说明：1．本外观设计产品的名称：中型底视角圆弧罩X射线安检机。2．本外观设计产品的用途：本外观设计产品用于提供精确的物质识别功能，并且可以对爆炸物、毒品、高密度物质进行自动检测报警。3．本外观设计产品的设计要点：本外观设计产品的整体造型。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							87.摩托车胎压监测器（TPMS‑M6）",外观设计 ,申请(专利权)人： 广东小飞将科技有限公司 ,分类号： 10-05(11) ,简要说明：1．本外观设计产品的名称：摩托车胎压监测器（TPMS‑M6）。2．本外观设计产品的用途：本外观设计产品用于摩托车轮胎气压监测系统。3．本外观设计产品的设计要点：产品的形状。4．最能表明本外观设计设计要点的图片或照片：主视图。
"
							88.带图形用户界面的手持检测器",外观设计 ,申请(专利权)人： 浙江正泰电器股份有限公司;上海电科电器科技有限公司 ,分类号： 10-05(11);14-04(11) ,简要说明：1．本外观设计产品的名称：带图形用户界面的手持检测器。2．本外观设计产品的用途：本外观设计产品用于查看和设置低压电器（如塑壳断路器）的运行参数。3．本外观设计产品的设计要点：在于屏幕中的图形用户界面的内容。4．最能表明本外观设计设计要点的图片或照片：主视图。5．省略视图：后视图。6．界面用途：用户在手持设备上通过产品的图形用户界面查看低压电器的运行状态、运行参数，并通过手持设备切换各图形用户界面以查看和设置低压电器的运行参数。主视图为菜单界面；界面变化状态图1为系统设置界面；界面变化状态图2至界面变化状态图6为开关信息状态界面（一到五）；界面变化状态图7至界面变化状态图12为参数设置及显示界面；界面变化状态图13至界面变化状态图14为故障报警和故障查询界面；界面变化状态图15至界面变化状态图17为手持设备的用户信息管理界面。
